cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
55277J108,MFGLQ.PK^F13,MF Global Holdings Ltd,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
55277P104,MGEE.OQ,MGE Energy Inc,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
55277R100,,,,,,
55279B202,,,,,,
55279B301,LITS.OQ,Lite Strategy Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
55282T109,,,,,,
55282T117,,,,,,
55283P106,MDH.N^L22,MDH Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
55283P114,MDHAW.PK^L22,MDH Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
55283P205,MDH_u.N^L22,MDH Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
552848103,MTG.N,MGIC Investment Corp,Financials,Insurance,Insurance,Property & Casualty Insurance
552848AD5,,MGIC Investment Corp,Financials,Insurance,Insurance,Property & Casualty Insurance
55287L101,MBX.OQ,MBX Biosciences Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
552953101,MGM.N,MGM Resorts International,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming
55303A105,MGP.N^D22,MGM Growth Properties LLC,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
55303J106,MGPI.OQ,MGP Ingredients Inc,Consumer Non-Cyclicals,Food & Beverages,Beverages,Distillers & Wineries
55304X104,,,,,,
55305B101,MHO.N,M/I Homes Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
55306N104,MKSI.OQ,MKS Incorporated,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
55318A108,MNTN.N,MNTN Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing
553274101,MPG.N^J13,MPG Office Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
55328R109,TIOG.PK,Tingo Group Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech)
553368101,MP.N,MP Materials Corp,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
553368119,MP_t.N^F21,MP Materials Corp,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
55336V100,MPLX.N,MPLX LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
553409103,MPS.N^A10,MPS Group Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Employment Services
55345K103,MRC.N^K25,MRC Global Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
553498106,MSA.N,MSA Safety Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Supplies
553530106,MSM.N,MSC Industrial Direct Co Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
553531104,MSCS.P^J09,MSC Software Corp,Technology,Software & IT Services,Software & IT Services,Software
55354G100,MSCI.N,MSCI Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services
553573106,MSGN.N^G21,MSG Networks Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
553745100,,,,,,
553745209,MSPR.PK,MSP Recovery Inc,Financials,Insurance,Insurance,Life & Health Insurance
55374X208,MSIF.N,MSC Income Fund Inc,Financials,Banking & Investment Services,Banking Services,Corporate Financial Services
553777103,MTSC.OQ^D21,MTS Systems Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
55378A105,MTGE.OQ^I18,Mountain Merger Sub Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
553800103,MBAC.N^L23,M3-Brigade Acquisition II Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
553800111,MBAC_t.N^L23,M3-Brigade Acquisition II Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
553800202,MBAC_u.N^L23,M3-Brigade Acquisition II Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
55380K109,MPTI.A,M-Tron Industries Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
55380K125,MPTI_t.A^L25,M-Tron Industries Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
553810102,MVBF.OQ,MVB Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
553829102,MVC.N^L20,MVC Capital Inc,Financials,Collective Investments,Collective Investments,Closed End Funds
553859109,MVO.N,MV Oil Trust,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
55402X105,MWIV.OQ^B15,MWI Veterinary Supply Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
55405W104,MYRG.OQ,MYR Group Inc,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
55405Y100,MTSI.OQ,MACOM Technology Solutions Holdings Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
55406W103,LUXE.N,LuxExperience BV,Technology,Software & IT Services,Software & IT Services,Online Services
55407R103,,,,,,
55407R111,MBSC_t.N^I23,M3-Brigade Acquisition III Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
554225102,MCBC.OQ^H24,Macatawa Bank Corp,Financials,Banking & Investment Services,Banking Services,Banks
554382101,MAC.N,Macerich Co,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
554489104,VRE.N,Veris Residential Inc,Real Estate,Real Estate,Residential & Commercial REITs,Residential REITs
554571109,MFNC.OQ^I21,Mackinac Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
555904101,,,,,,
55608B105,MIC.N^G22,AMF Hawaii Investments LLC,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities
556099109,MGNX.OQ,MacroGenics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
55611C108,,,,,,
556162105,MCZAF.PK,Mad Catz Interactive Inc,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
55616P104,M.N,Macy's Inc,Consumer Cyclicals,Retailers,Diversified Retail,Department Stores
556269108,SHOO.OQ,Steven Madden Ltd,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear
558256103,MSGE.N,Madison Square Garden Entertainment Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
55825T103,MSGS.N,Madison Square Garden Sports Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
55826P100,,,,,,
55826T102,SPHR.N,Sphere Entertainment Co,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
558868105,MDGL.OQ,Madrigal Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
55903Q104,MAG.TO^I25,MAG Silver Corp,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
559079207,MGLN.OQ^A22,Magellan Health Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Managed Healthcare
559080106,MMP.N^I23,Magellan Midstream Partners LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
55910K108,,,,,,
559166103,MGIC.OQ^B26,Magic Software Enterprises Ltd,Technology,Software & IT Services,Software & IT Services,Software
559181102,LAVA.OQ^B12,Magma Design Automation LLC,Technology,Software & IT Services,Software & IT Services,Software
559222401,MG.TO,Magna International Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
55933J203,MX.N,Magnachip Semiconductor Corp,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
55939A107,MAGN.N,Magnera Corp,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods
55940P101,MAGT.TO^D23,Magnet Forensics Inc (Pre-Merger),Technology,Software & IT Services,Software & IT Services,Software
55955D100,MGNI.OQ,Magnite Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing
559663109,MGY.N,Magnolia Oil & Gas Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
559663117,MGY_t.N^G19,Magnolia Oil & Gas Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
55973B102,MHRCQ.PK^E16,Blue Ridge Mountain Resources Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
559775101,,,,,,
560305104,MFB.N^J13,Maidenform Brands LLC,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories
560317208,,,,,,
56035L104,MAIN.N,Main Street Capital Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
56062Y102,MSFG.OQ^D18,MainSource Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
56064Y100,MNSB.OQ,MainStreet Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
560877300,MKTAY.PK,Makita Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
560879108,MAKO.OQ^L13,MAKO Surgical Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
56117J100,MBUU.OQ,Malibu Boats Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
561204108,MACU.OQ^E22,Mallard Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
561204116,MACUW.OQ^E22,Mallard Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
56146T103,MAMA.OQ,Mama's Creations Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
56155L108,TUSK.OQ,Mammoth Energy Services Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
562662106,MNDT.OQ^I22,Mandiant Inc,Technology,Software & IT Services,Software & IT Services,Software
562750109,MANH.OQ,Manhattan Associates Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
563420108,MNTX.OQ^A25,Manitex International Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
563568104,,,,,,
563571108,,,,,,
563571405,MTW.N,Manitowoc Company Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
56382Q102,MN^J22,Manning & Napier Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
56400P201,,,,,,
56400P706,MNKD.OQ,MannKind Corp,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
56418H100,MAN.N,ManpowerGroup Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Employment Services
564563104,MANT.OQ^I22,Mantech International Corp,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
56501R106,MFC.TO,Manulife Financial Corp,Financials,Insurance,Insurance,Life & Health Insurance
56509R108,MAPP.OQ^C13,Map Pharmaceuticals LLC,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
565394103,CART.OQ,Maplebear Inc,Technology,Software & IT Services,Software & IT Services,Online Services
56564V101,MAQC.PK,Maquia Capital Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
56564V119,MAQCW.PK,Maquia Capital Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
56565P103,MPLT.OQ,MapLight Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
565756202,MAQ_u.A^H08,Marathon Acquisition Corp,Financials,Collective Investments,Collective Investments,UK Investment Trusts
565788106,MARA.OQ,MARA Holdings Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency
565849106,MRO.N^K24,Marathon Oil Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
56585A102,MPC.N,Marathon Petroleum Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
56600D107,MRVI.OQ,Maravai LifeSciences Holdings Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
56608A105,GATE.OQ^D25,Marblegate Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
56608A113,GATEW.OQ^D25,Marblegate Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
56624R108,MCHX.OQ,Marchex Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing
566324109,MMI.N,Marcus & Millichap Inc,Real Estate,Real Estate,Real Estate Operations,Real Estate Services
566330106,MCS.N,Marcus Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation
567908108,HZO.N,MarineMax Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
568427108,MPX.N,Marine Products Corp,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
56845T305,ME.N^K10,Mariner Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
56854Q101,,,,,,
56854Q200,MRNS.OQ^B25,Immedica Pharma US Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
570535104,MKL.N,Markel Group Inc,Financials,Insurance,Insurance,Property & Casualty Insurance
57055L107,,,,,,
57056R103,LEDR.OQ^H13,Faststart Real Estate Services Holdco Inc,Real Estate,Real Estate,Real Estate Operations,Real Estate Services
57060D108,MKTX.OQ,Marketaxess Holdings Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Financial & Commodity Market Operators & Service Providers
57060U100,,,,,,
57060U191,,,,,,
57060U233,,,,,,
57060U506,,,,,,
57060U589,,,,,,
57060U753,IDX.P,VanEck Indonesia Index ETF,,,,
57060U959,,,,,,
57061R544,,VanEck Junior Gold Miners ETF,,,,
57063L107,MKTO.O^H16,Marketo Inc,Technology,Software & IT Services,Software & IT Services,Software
57064N102,MKFG.N^D25,Markforged Holding Corp,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
57064P107,MKTW.OQ,MarketWise Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services
57064P115,MKTWW.OQ^I22,MarketWise Inc,,,,
570759100,MWE.N^L15,MarkWest Energy Partners LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
571157106,MRLN.OQ^A22,Marlin Business Services Corp,Financials,Banking & Investment Services,Banking Services,Banks
57142B104,MQ.OQ,Marqeta Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech)
57164Y107,VAC.N,Marriott Vacations Worldwide Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines"
57165B106,MBII.OQ^G22,Pro Farm Group Inc,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals
571748102,MRSH.N,Marsh & McLennan Companies Inc,Financials,Insurance,Insurance,Multiline Insurance & Brokers
571834100,,,,,,
571837103,MI.N^G11,Marshall & Ilsley Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Diversified Investment Services
571903202,MAR.OQ,Marriott International Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines"
572901106,MATK.OQ^B11,Martek Biosciences Corp,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
573075108,MRTN.OQ,Marten Transport Ltd,Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics
573083102,MSO.N^L15,Martha Stewart Living Omnimedia Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing
